serialno,RT,SPORDER,PUMA00,PUMA10,ST,ADJINC,PWGTP,AGEP,CIT,CITWP05,CITWP12,COW,DDRS,DEAR,DEYE,DOUT,DPHY,DRAT,DRATX,DREM,ENG,FER,GCL,GCM,GCR,HINS1,HINS2,HINS3,HINS4,HINS5,HINS6,HINS7,INTP,JWMNP,JWRIP,JWTR,LANX,MAR,MARHD,MARHM,MARHT,MARHW,MARHYP05,MARHYP12,MIG,MIL,MLPA,MLPB,MLPCD,MLPE,MLPFG,MLPH,MLPI,MLPJ,MLPK,NWAB,NWAV,NWLA,NWLK,NWRE,OIP,PAP,RELP,RETP,SCH,SCHG,SCHL,SEMP,SEX,SSIP,SSP,WAGP,WKHP,WKL,WKW,WRK,YOEP05,YOEP12,ANC,ANC1P05,ANC1P12,ANC2P05,ANC2P12,DECADE,DIS,DRIVESP,ESP,ESR,FOD1P,FOD2P,HICOV,HISP,INDP,JWAP,JWDP,LANP05,LANP12,MIGPUMA00,MIGPUMA10,MIGSP05,MIGSP12,MSP,NAICSP,NATIVITY,NOP,OC,OCCP02,OCCP10,OCCP12,PAOC,PERNP,PINCP,POBP05,POBP12,POVPIP,POWPUMA00,POWPUMA10,POWSP05,POWSP12,PRIVCOV,PUBCOV,QTRBIR,RAC1P,RAC2P05,RAC2P12,RAC3P05,RAC3P12,RACAIAN,RACASN,RACBLK,RACNHPI,RACNUM,RACSOR,RACWHT,RC,SCIENGP,SCIENGRLP,SFN,SFR,SOCP00,SOCP10,SOCP12,VPS,WAOB,FAGEP,FANCP,FCITP,FCITWP,FCOWP,FDDRSP,FDEARP,FDEYEP,FDOUTP,FDPHYP,FDRATP,FDRATXP,FDREMP,FENGP,FESRP,FFERP,FFODP,FGCLP,FGCMP,FGCRP,FHINS1P,FHINS2P,FHINS3C,FHINS3P,FHINS4C,FHINS4P,FHINS5C,FHINS5P,FHINS6P,FHINS7P,FHISP,FINDP,FINTP,FJWDP,FJWMNP,FJWRIP,FJWTRP,FLANP,FLANXP,FMARHDP,FMARHMP,FMARHTP,FMARHWP,FMARHYP,FMARP,FMIGP,FMIGSP,FMILPP,FMILSP,FOCCP,FOIP,FPAP,FPOBP,FPOWSP,FRACP,FRELP,FRETP,FSCHGP,FSCHLP,FSCHP,FSEMP,FSEXP,FSSIP,FSSP,FWAGP,FWKHP,FWKLP,FWKWP,FWRKP,FYOEP,PWGTP1,PWGTP2,PWGTP3,PWGTP4,PWGTP5,PWGTP6,PWGTP7,PWGTP8,PWGTP9,PWGTP10,PWGTP11,PWGTP12,PWGTP13,PWGTP14,PWGTP15,PWGTP16,PWGTP17,PWGTP18,PWGTP19,PWGTP20,PWGTP21,PWGTP22,PWGTP23,PWGTP24,PWGTP25,PWGTP26,PWGTP27,PWGTP28,PWGTP29,PWGTP30,PWGTP31,PWGTP32,PWGTP33,PWGTP34,PWGTP35,PWGTP36,PWGTP37,PWGTP38,PWGTP39,PWGTP40,PWGTP41,PWGTP42,PWGTP43,PWGTP44,PWGTP45,PWGTP46,PWGTP47,PWGTP48,PWGTP49,PWGTP50,PWGTP51,PWGTP52,PWGTP53,PWGTP54,PWGTP55,PWGTP56,PWGTP57,PWGTP58,PWGTP59,PWGTP60,PWGTP61,PWGTP62,PWGTP63,PWGTP64,PWGTP65,PWGTP66,PWGTP67,PWGTP68,PWGTP69,PWGTP70,PWGTP71,PWGTP72,PWGTP73,PWGTP74,PWGTP75,PWGTP76,PWGTP77,PWGTP78,PWGTP79,PWGTP80 
2011001358233,P,03,03606,-0009,12,1054614,00016,23,4,2005,-009,1,2,2,2,2,2,,,2,1,2,,,,2,2,2,2,2,2,2,000000,,,11,1,5,,,,,,,1,4,,,,,,,,,,3,5,3,3,3,000000,00000,02,000000,2,16,21,000000,2,00000,00000,002400,15,1,1,1,1994,-009,1,416,-09,999,-09,6,2,,,1,5501,6000,2,01,4970,,,656,-09,,,,,6,4451,2,,0,N.A.,0800,N.A.,4,000002400,000002400,212,-09,092,03600,-0009,012,-09,2,2,4,1,01,-9,69,-09,0,0,0,0,1,0,1,0,1,2,,,N.A.//,132011,N.A.//,,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,00010,00004,00024,00006,00012,00026,00024,00024,00014,00004,00023,00014,00016,00013,00014,00006,00004,00014,00012,00013,00019,00006,00025,00004,00020,00032,00032,00026,00015,00004,00022,00014,00017,00024,00018,00005,00005,00015,00018,00019,00014,00004,00036,00004,00018,00019,00033,00023,00018,00005,00031,00012,00017,00017,00014,00004,00005,00017,00012,00011,00020,00005,00027,00005,00015,00023,00024,00024,00015,00005,00023,00017,00011,00015,00016,00005,00005,00014,00016,00016
2011001358237,P,03,02705,-0009,12,1054614,00016,25,4,2008,-009,2,2,2,2,2,2,,,2,1,2,,,,1,2,2,2,2,2,2,000000,025,01,01,1,5,,,,,,,1,4,,,,,,,,,,3,5,3,3,3,000000,00000,02,000000,2,15,21,000000,2,00000,00000,010700,20,1,1,1,2002,-009,1,416,-09,999,-09,7,2,1,,1,5501,,1,01,7280,081,037,656,-09,,,,,6,5412,2,,0,N.A.,5860,N.A.,4,000010700,000010700,212,-09,180,02700,-0009,012,-09,1,2,2,9,67,-9,53,-09,0,1,0,0,2,0,1,0,1,2,,,N.A.//,439061,N.A.//,,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,00016,00026,00022,00004,00029,00017,00004,00016,00015,00005,00013,00004,00019,00012,00017,00030,00015,00028,00015,00028,00017,00006,00015,00034,00006,00007,00038,00020,00019,00030,00015,00030,00016,00017,00013,00005,00017,00005,00020,00034,00011,00005,00012,00020,00007,00008,00029,00011,00019,00016,00018,00033,00019,00014,00014,00004,00013,00005,00014,00005,00021,00021,00019,00005,00026,00025,00005,00012,00018,00005,00015,00007,00023,00022,00012,00023,00015,00026,00026,00004
2012000050696,P,01,-0009,10308,12,1024887,00010,23,1,,,2,2,2,2,2,2,,,2,,,,,,2,1,2,2,2,2,2,000000,,,,2,5,,,,,,,1,4,,,,,,,,,,2,5,2,2,3,000000,00000,00,000000,3,16,21,000000,1,00000,00000,000000,,2,,2,,,3,-09,996,-09,999,,2,,,6,5506,5501,1,01,7870,,,,,,,,,6,611M1,1,,0,N.A.,N.A.,4940,,000000000,000000000,-09,012,000,,,,,1,2,3,1,-9,01,-9,001,0,0,0,0,1,0,1,0,1,2,,,N.A.//,N.A.//,419041,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,1,,1,,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,00011,00010,00015,00002,00008,00009,00003,00009,00011,00002,00009,00012,00009,00002,00016,00013,00019,00021,00003,00008,00013,00008,00002,00016,00010,00010,00012,00010,00011,00013,00007,00012,00009,00015,00004,00004,00002,00002,00015,00010,00008,00010,00019,00003,00008,00011,00002,00009,00007,00003,00011,00007,00007,00003,00016,00015,00017,00017,00002,00009,00009,00009,00002,00019,00010,00010,00022,00011,00011,00014,00011,00010,00008,00017,00003,00002,00003,00004,00015,00008
2012000176888,P,03,-0009,08617,12,1024887,00016,22,1,,,1,2,2,2,2,2,,,2,1,,,,,1,2,2,2,2,2,2,000000,005,01,01,1,5,,,,,,,1,4,,,,,,,,,,3,5,3,3,3,000000,00000,02,000000,3,15,21,000000,1,00000,00000,013000,16,1,1,1,,,1,-09,271,-09,999,,2,1,,1,5501,,1,04,8190,083,043,-09,625,,,,,6,622,1,,0,N.A.,N.A.,5820,,000013000,000013000,-09,012,501,-0009,08690,-09,012,1,2,1,1,-9,01,-9,001,0,0,0,0,1,0,1,0,1,2,,,N.A.//,N.A.//,439022,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,00030,00017,00004,00005,00005,00016,00012,00015,00016,00017,00023,00026,00031,00017,00004,00014,00032,00017,00013,00004,00027,00017,00005,00005,00006,00016,00014,00015,00017,00016,00024,00033,00028,00017,00004,00015,00029,00018,00016,00005,00034,00016,00005,00004,00004,00017,00018,00017,00015,00014,00026,00028,00026,00018,00005,00013,00030,00015,00017,00004,00034,00016,00004,00005,00005,00015,00014,00015,00012,00013,00032,00024,00030,00019,00005,00020,00027,00012,00016,00005
2012000225762,P,02,-0009,11102,12,1024887,00008,52,1,,,4,2,2,2,2,2,,,2,,,2,,,2,2,1,1,2,2,2,000000,,,,2,3,2,2,1,2,-009,1979,3,4,,,,,,,,,,2,3,2,2,3,027000,00000,13,000000,3,16,21,000000,2,09600,00000,000000,,2,,2,,,1,-09,939,-09,999,,2,,,6,5501,6209,1,01,9470,,,,,-0009,11100,-09,012,4,92MP,1,,0,N.A.,N.A.,3800,4,000000000,000036600,-09,036,307,,,,,2,1,1,1,-9,01,-9,001,0,0,0,0,1,0,1,0,1,2,,,N.A.//,N.A.//,333010,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,00007,00003,00008,00003,00014,00008,00002,00002,00011,00009,00009,00008,00007,00011,00008,00003,00013,00009,00015,00002,00007,00013,00008,00013,00002,00010,00014,00013,00006,00007,00008,00008,00009,00002,00008,00013,00002,00010,00003,00002,00009,00016,00007,00018,00002,00010,00013,00015,00009,00009,00007,00009,00007,00002,00007,00013,00003,00007,00002,00014,00009,00002,00008,00003,00014,00008,00002,00003,00007,00006,00007,00009,00007,00015,00009,00002,00017,00008,00017,00016
2012000290938,P,04,-0009,08700,12,1024887,00006,48,1,,,5,2,2,2,2,2,,,2,,2,2,,,1,2,2,2,2,2,2,000000,020,01,01,2,3,2,2,1,2,-009,1985,1,4,,,,,,,,,,3,5,3,3,3,000000,00000,13,000000,2,16,21,000000,2,00000,00000,130000,50,1,1,1,,,1,-09,924,-09,999,,2,1,,1,5501,,1,01,9470,098,055,,,,,,,4,92MP,1,,0,N.A.,N.A.,3820,4,000130000,000130000,-09,001,501,-0009,08690,-09,012,1,2,3,1,-9,01,-9,001,0,0,0,0,1,0,1,0,1,2,,,N.A.//,N.A.//,333021,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,00005,00002,00006,00006,00002,00011,00005,00006,00002,00006,00006,00011,00006,00008,00002,00011,00010,00006,00011,00007,00009,00006,00001,00002,00006,00007,00003,00009,00006,00010,00011,00006,00013,00003,00006,00008,00007,00002,00006,00008,00007,00012,00007,00007,00011,00002,00006,00006,00010,00005,00004,00001,00008,00005,00008,00002,00002,00006,00002,00007,00002,00007,00013,00012,00007,00008,00009,00001,00006,00003,00002,00007,00001,00011,00006,00006,00006,00009,00009,00002
2012000317694,P,01,-0009,11101,12,1024887,00059,43,1,,,4,2,2,2,2,2,,,2,,2,2,,,1,2,2,1,2,2,2,000000,025,01,01,2,1,2,2,1,2,-009,1994,1,4,,,,,,,,,,3,5,3,3,3,000000,00000,00,000000,2,16,21,000000,2,00000,00000,050000,42,1,1,1,,,2,-09,051,-09,291,,2,1,,1,5501,,1,01,7870,129,082,,,,,,,1,611M1,1,,0,N.A.,N.A.,0800,2,000050000,000050000,-09,036,351,-0009,11100,-09,012,1,1,3,1,-9,01,-9,001,0,0,0,0,1,0,1,0,1,2,,,N.A.//,N.A.//,132011,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,1,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,00060,00102,00069,00063,00109,00069,00090,00016,00019,00071,00066,00056,00106,00050,00015,00065,00018,00019,00100,00055,00052,00090,00074,00055,00092,00065,00098,00021,00019,00050,00065,00056,00079,00046,00021,00084,00018,00016,00099,00051,00058,00093,00058,00059,00092,00056,00105,00017,00021,00059,00063,00057,00129,00057,00018,00064,00015,00022,00110,00069,00060,00077,00064,00042,00074,00077,00126,00023,00018,00045,00061,00058,00100,00060,00020,00067,00018,00017,00103,00055
2012000317824,P,01,-0009,01108,12,1024887,00019,28,1,,,1,2,2,2,2,2,,,2,,2,,,,2,1,2,2,2,2,2,000000,008,01,01,2,5,,,,,,,1,4,,,,,,,,,,3,5,3,3,3,000000,00000,00,000000,3,16,21,000000,2,00000,00000,052000,40,1,1,1,,,2,-09,051,-09,026,,2,1,,1,5501,6004,1,01,7370,092,052,,,,,,,6,5414,1,,0,N.A.,N.A.,2630,4,000052000,000052000,-09,051,440,-0009,01100,-09,012,1,2,1,1,-9,01,-9,001,0,0,0,0,1,0,1,0,1,2,,,N.A.//,N.A.//,271020,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,00021,00006,00019,00029,00017,00017,00017,00030,00019,00027,00004,00019,00005,00021,00022,00017,00005,00006,00031,00021,00032,00019,00007,00019,00005,00005,00036,00019,00026,00021,00017,00029,00020,00031,00005,00005,00024,00019,00016,00029,00018,00005,00020,00033,00019,00021,00019,00030,00018,00031,00005,00020,00005,00018,00018,00018,00005,00006,00032,00017,00035,00021,00005,00018,00006,00005,00034,00018,00030,00017,00018,00030,00017,00034,00006,00004,00018,00024,00019,00029
2012000452234,P,01,-0009,08604,12,1024887,00085,38,5,,,,2,2,2,2,2,,,2,2,,2,,,2,1,2,2,2,2,2,000000,,,,1,1,2,2,1,2,-009,1999,2,4,,,,,,,,,,2,5,2,2,3,000000,00000,00,000000,3,15,21,000000,1,00000,00000,000000,,3,,2,-009,2012,1,-09,360,-09,999,7,2,,,6,5501,,1,01,,,,-09,629,-0009,00001,-09,362,1,,2,,0,,,,,000000000,000000000,-09,362,000,,,,,1,2,1,1,-9,01,-9,001,0,0,0,0,1,0,1,0,1,2,,,,,,,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,00079,00140,00023,00177,00075,00107,00118,00071,00088,00073,00031,00136,00087,00088,00162,00132,00072,00026,00021,00073,00021,00086,00081,00089,00021,00161,00153,00160,00140,00026,00075,00087,00145,00030,00087,00098,00028,00075,00092,00126,00081,00028,00162,00029,00088,00083,00102,00101,00089,00087,00118,00027,00090,00070,00025,00036,00073,00128,00142,00057,00139,00104,00101,00079,00131,00030,00030,00022,00024,00128,00077,00100,00028,00122,00090,00108,00129,00082,00080,00029
2012000493411,P,01,-0009,00101,12,1024887,00009,22,1,,,1,2,2,2,2,2,,,2,1,,,,,1,2,2,2,2,2,2,000000,,,,1,5,,,,,,,3,4,,,,,,,,,,2,3,2,2,2,000000,00000,00,000000,2,16,21,000000,1,00000,00000,000000,,2,,2,,,2,-09,200,-09,939,,2,,,6,5501,,1,23,5370,,,-09,625,-0009,08690,-09,012,6,45121,1,,0,N.A.,N.A.,4720,,000000000,000000000,-09,006,000,,,,,1,2,2,1,-9,01,-9,001,0,0,0,0,1,0,1,0,1,2,,,N.A.//,N.A.//,412010,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,00011,00003,00012,00011,00009,00002,00008,00003,00001,00017,00015,00007,00010,00011,00008,00003,00019,00008,00010,00003,00011,00017,00002,00011,00010,00015,00011,00017,00017,00003,00004,00012,00010,00010,00009,00014,00004,00010,00010,00021,00007,00002,00020,00012,00009,00003,00008,00003,00003,00012,00013,00010,00011,00009,00009,00003,00017,00009,00009,00003,00009,00021,00003,00012,00010,00016,00008,00018,00014,00002,00003,00008,00009,00009,00010,00027,00003,00010,00010,00015
2012000587735,P,03,-0009,09904,12,1024887,00032,24,4,-009,2010,1,2,2,2,2,2,,,2,1,,,,,1,2,2,2,2,2,2,000000,035,01,01,1,1,2,1,1,2,-009,2012,1,4,,,,,,,,,,2,5,2,2,2,000000,00000,02,000000,2,16,21,000000,1,00000,00000,032000,40,1,1,1,-009,1997,1,-09,237,-09,999,6,2,1,,1,5501,,1,24,6990,110,064,-09,625,,,,,2,524,2,,0,N.A.,N.A.,1010,,000032000,000032000,-09,370,398,-0009,09900,-09,012,1,2,2,1,-9,01,-9,001,0,0,0,0,1,0,1,0,1,2,,,N.A.//,N.A.//,151131,,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,00025,00010,00011,00048,00029,00056,00031,00038,00060,00030,00055,00010,00009,00030,00033,00041,00049,00037,00011,00030,00028,00048,00070,00012,00033,00011,00040,00027,00008,00024,00010,00063,00060,00036,00024,00037,00012,00033,00054,00034,00027,00073,00051,00009,00026,00010,00039,00025,00009,00031,00010,00046,00054,00045,00032,00038,00010,00039,00067,00037,00031,00010,00011,00065,00030,00058,00035,00028,00049,00026,00049,00010,00011,00032,00026,00034,00051,00032,00010,00030
2012000606253,P,01,-0009,07301,12,1024887,00010,25,1,,,4,2,2,2,2,2,,,2,,,,,,2,1,2,2,2,2,2,000000,010,01,01,2,5,,,,,,,1,4,,,,,,,,,,3,5,3,3,3,012000,00000,00,000000,2,16,21,000000,1,00000,00000,009800,20,1,1,1,,,2,-09,032,-09,022,,2,1,,1,5501,5505,1,01,9570,105,064,,,,,,,6,92M2,1,,0,N.A.,N.A.,5810,,000009800,000021800,-09,012,185,-0009,07300,-09,012,1,2,1,1,-9,01,-9,001,0,0,0,0,1,0,1,0,1,2,,,N.A.//,N.A.//,439021,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,00002,00009,00009,00004,00011,00002,00020,00015,00012,00010,00010,00002,00011,00016,00012,00017,00018,00003,00006,00010,00019,00009,00007,00013,00012,00022,00002,00003,00015,00009,00010,00012,00009,00003,00009,00004,00003,00017,00010,00011,00003,00010,00011,00004,00009,00003,00022,00014,00010,00012,00012,00003,00009,00015,00007,00015,00024,00002,00009,00009,00023,00009,00007,00014,00013,00022,00002,00003,00012,00008,00011,00015,00010,00002,00009,00004,00003,00015,00010,00011
2012000617380,P,02,-0009,03106,12,1024887,00021,33,1,,,5,2,2,2,2,2,,2,2,,,2,,,2,2,2,2,1,2,2,000000,005,01,01,2,1,2,2,1,2,-009,2008,1,1,1,0,0,0,0,0,0,0,0,2,1,2,2,2,000000,00000,01,000000,2,16,21,000000,1,00000,00000,097000,40,1,3,1,,,1,-09,924,-09,999,,2,1,,4,5501,,1,01,9690,093,053,,,,,,,1,928110P3,1,,0,N.A.,N.A.,9030,,000097000,000097000,-09,012,501,-0009,03100,-09,012,1,2,1,1,-9,01,-9,001,0,0,0,0,1,0,1,0,1,2,,,N.A.//,N.A.//,532010,01,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,00022,00006,00020,00007,00007,00036,00036,00020,00018,00019,00017,00006,00031,00018,00021,00019,00006,00030,00024,00007,00027,00036,00024,00037,00035,00007,00006,00028,00017,00019,00028,00034,00007,00021,00023,00019,00033,00007,00020,00008,00018,00031,00020,00031,00031,00008,00007,00024,00027,00024,00023,00041,00007,00020,00024,00021,00028,00007,00022,00038,00020,00006,00025,00004,00007,00038,00038,00021,00020,00019,00021,00006,00038,00020,00017,00021,00006,00030,00020,00040
2012000617712,P,01,-0009,03105,12,1024887,00026,25,1,,,1,2,2,2,2,2,,,2,,,,,,2,1,2,2,2,2,2,000000,,,,2,5,,,,,,,1,4,,,,,,,,,,2,5,2,2,3,031900,00000,00,000000,3,16,21,000000,1,00000,00000,000000,,2,,2,,,2,-09,022,-09,935,,2,,,6,5501,,1,01,1680,,,,,,,,,6,3152,1,,0,N.A.,N.A.,0740,,000000000,000031900,-09,013,270,,,,,1,2,2,1,-9,01,-9,001,0,0,0,0,1,0,1,0,1,2,,,N.A.//,N.A.//,131199,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,00039,00036,00041,00023,00007,00026,00040,00031,00027,00042,00027,00008,00007,00008,00024,00028,00026,00021,00025,00041,00008,00008,00008,00028,00037,00028,00010,00025,00025,00009,00028,00050,00043,00041,00026,00028,00027,00027,00025,00010,00028,00052,00063,00021,00007,00022,00049,00027,00030,00047,00027,00009,00008,00006,00020,00026,00024,00026,00033,00055,00007,00008,00007,00028,00042,00022,00008,00029,00032,00006,00024,00041,00051,00043,00022,00028,00028,00024,00028,00006
2012000721284,P,07,-0009,01106,12,1024887,00016,27,5,,,6,2,2,2,2,2,,,2,1,2,,,,1,2,2,2,2,2,2,000000,030,01,01,1,5,,,,,,,1,4,,,,,,,,,,3,5,3,3,3,000000,00000,10,000000,2,16,21,030000,2,00000,00000,000000,30,1,1,,-009,1998,4,-09,999,-09,999,6,2,1,,1,5501,,1,01,8560,112,067,-09,704,,,,,6,711,2,,0,N.A.,N.A.,2810,4,000030000,000030000,-09,210,501,-0009,08690,-09,012,1,2,4,6,-9,38,-9,004,0,1,0,0,1,0,0,0,1,2,,,N.A.//,N.A.//,273020,,4,0,0,1,0,1,1,1,1,1,1,0,0,1,1,1,1,1,0,0,0,1,1,,1,,1,,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,00017,00032,00016,00022,00005,00025,00035,00010,00012,00017,00019,00005,00006,00008,00011,00020,00017,00013,00021,00023,00007,00005,00003,00014,00022,00015,00008,00028,00021,00005,00020,00026,00019,00026,00027,00012,00011,00014,00014,00027,00005,00006,00007,00012,00022,00015,00003,00017,00018,00004,00012,00021,00019,00022,00029,00019,00017,00017,00013,00006,00022,00025,00025,00032,00004,00018,00032,00015,00013,00023,00010,00004,00004,00006,00019,00020,00015,00017,00022,00004
2012000744109,P,03,-0009,08608,12,1024887,00018,53,4,-009,2007,2,2,2,2,2,2,,,2,3,,2,,,1,2,2,2,2,2,2,000000,040,01,01,1,4,2,2,1,2,-009,1978,1,4,,,,,,,,,,3,5,3,3,3,000000,00000,10,000000,2,16,21,000000,1,00000,00000,180000,40,1,1,1,-009,2002,1,-09,271,-09,999,7,2,1,,1,5501,,1,04,8190,078,031,-09,625,,,,,5,622,2,,0,N.A.,N.A.,3535,,000180000,000180000,-09,327,501,-0009,08690,-09,012,1,2,2,1,-9,01,-9,001,0,0,0,0,1,0,1,0,1,2,,,N.A.//,N.A.//,292090,,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,00005,00005,00005,00018,00022,00017,00020,00019,00034,00032,00029,00017,00006,00017,00026,00021,00019,00029,00020,00006,00006,00005,00006,00017,00019,00018,00015,00016,00027,00026,00032,00020,00005,00015,00029,00016,00016,00025,00019,00006,00004,00005,00005,00017,00016,00017,00018,00021,00026,00028,00034,00018,00005,00017,00029,00015,00019,00030,00018,00006,00006,00008,00005,00020,00019,00017,00017,00019,00028,00031,00039,00016,00004,00017,00030,00019,00020,00028,00018,00006
2012000765342,P,01,-0009,00101,12,1024887,00024,24,1,,,2,2,2,2,2,2,,,2,,,,,,2,2,2,2,2,2,2,000000,015,01,01,2,5,,,,,,,3,4,,,,,,,,,,2,3,2,2,2,000000,00000,00,000000,2,15,21,000000,1,00000,00000,024000,36,1,1,1,,,1,-09,924,-09,999,,2,1,,1,5501,,2,01,8190,081,039,,,-0009,00100,-09,012,6,622,1,,0,N.A.,N.A.,3535,,000024000,000024000,-09,012,202,-0009,00100,-09,012,2,2,2,1,-9,01,-9,001,0,0,0,0,1,0,1,0,1,2,,,N.A.//,N.A.//,292090,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,00022,00007,00041,00032,00022,00007,00023,00006,00006,00040,00036,00019,00027,00028,00020,00008,00044,00025,00021,00009,00029,00046,00008,00023,00024,00035,00021,00041,00046,00009,00006,00020,00029,00019,00021,00040,00007,00020,00026,00040,00018,00007,00035,00026,00030,00007,00026,00009,00009,00039,00037,00019,00020,00024,00026,00007,00040,00029,00023,00006,00023,00039,00007,00025,00024,00045,00021,00044,00046,00006,00008,00024,00022,00022,00024,00046,00007,00033,00024,00050
