serialno,RT,SPORDER,PUMA00,PUMA10,ST,ADJINC,PWGTP,AGEP,CIT,CITWP05,CITWP12,COW,DDRS,DEAR,DEYE,DOUT,DPHY,DRAT,DRATX,DREM,ENG,FER,GCL,GCM,GCR,HINS1,HINS2,HINS3,HINS4,HINS5,HINS6,HINS7,INTP,JWMNP,JWRIP,JWTR,LANX,MAR,MARHD,MARHM,MARHT,MARHW,MARHYP05,MARHYP12,MIG,MIL,MLPA,MLPB,MLPCD,MLPE,MLPFG,MLPH,MLPI,MLPJ,MLPK,NWAB,NWAV,NWLA,NWLK,NWRE,OIP,PAP,RELP,RETP,SCH,SCHG,SCHL,SEMP,SEX,SSIP,SSP,WAGP,WKHP,WKL,WKW,WRK,YOEP05,YOEP12,ANC,ANC1P05,ANC1P12,ANC2P05,ANC2P12,DECADE,DIS,DRIVESP,ESP,ESR,FOD1P,FOD2P,HICOV,HISP,INDP,JWAP,JWDP,LANP05,LANP12,MIGPUMA00,MIGPUMA10,MIGSP05,MIGSP12,MSP,NAICSP,NATIVITY,NOP,OC,OCCP02,OCCP10,OCCP12,PAOC,PERNP,PINCP,POBP05,POBP12,POVPIP,POWPUMA00,POWPUMA10,POWSP05,POWSP12,PRIVCOV,PUBCOV,QTRBIR,RAC1P,RAC2P05,RAC2P12,RAC3P05,RAC3P12,RACAIAN,RACASN,RACBLK,RACNHPI,RACNUM,RACSOR,RACWHT,RC,SCIENGP,SCIENGRLP,SFN,SFR,SOCP00,SOCP10,SOCP12,VPS,WAOB,FAGEP,FANCP,FCITP,FCITWP,FCOWP,FDDRSP,FDEARP,FDEYEP,FDOUTP,FDPHYP,FDRATP,FDRATXP,FDREMP,FENGP,FESRP,FFERP,FFODP,FGCLP,FGCMP,FGCRP,FHINS1P,FHINS2P,FHINS3C,FHINS3P,FHINS4C,FHINS4P,FHINS5C,FHINS5P,FHINS6P,FHINS7P,FHISP,FINDP,FINTP,FJWDP,FJWMNP,FJWRIP,FJWTRP,FLANP,FLANXP,FMARHDP,FMARHMP,FMARHTP,FMARHWP,FMARHYP,FMARP,FMIGP,FMIGSP,FMILPP,FMILSP,FOCCP,FOIP,FPAP,FPOBP,FPOWSP,FRACP,FRELP,FRETP,FSCHGP,FSCHLP,FSCHP,FSEMP,FSEXP,FSSIP,FSSP,FWAGP,FWKHP,FWKLP,FWKWP,FWRKP,FYOEP,PWGTP1,PWGTP2,PWGTP3,PWGTP4,PWGTP5,PWGTP6,PWGTP7,PWGTP8,PWGTP9,PWGTP10,PWGTP11,PWGTP12,PWGTP13,PWGTP14,PWGTP15,PWGTP16,PWGTP17,PWGTP18,PWGTP19,PWGTP20,PWGTP21,PWGTP22,PWGTP23,PWGTP24,PWGTP25,PWGTP26,PWGTP27,PWGTP28,PWGTP29,PWGTP30,PWGTP31,PWGTP32,PWGTP33,PWGTP34,PWGTP35,PWGTP36,PWGTP37,PWGTP38,PWGTP39,PWGTP40,PWGTP41,PWGTP42,PWGTP43,PWGTP44,PWGTP45,PWGTP46,PWGTP47,PWGTP48,PWGTP49,PWGTP50,PWGTP51,PWGTP52,PWGTP53,PWGTP54,PWGTP55,PWGTP56,PWGTP57,PWGTP58,PWGTP59,PWGTP60,PWGTP61,PWGTP62,PWGTP63,PWGTP64,PWGTP65,PWGTP66,PWGTP67,PWGTP68,PWGTP69,PWGTP70,PWGTP71,PWGTP72,PWGTP73,PWGTP74,PWGTP75,PWGTP76,PWGTP77,PWGTP78,PWGTP79,PWGTP80 
2012000631092,P,02,-0009,03801,36,1024887,00034,27,1,,,5,2,2,2,2,2,,,2,1,,,,,2,2,2,2,2,2,2,000000,,,,1,5,,,,,,,1,4,,,,,,,,,,2,1,2,2,3,000000,00000,02,000000,2,16,21,000000,1,00000,00000,000000,,2,,2,,,2,-09,271,-09,275,,2,,,6,5501,,2,05,9570,,,-09,625,,,,,6,92M2,1,,0,N.A.,N.A.,5310,,000000000,000000000,-09,036,083,,,,,2,2,3,1,-9,01,-9,001,0,0,0,0,1,0,1,0,1,2,,,N.A.//,N.A.//,434111,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,00035,00027,00035,00012,00053,00038,00035,00012,00041,00011,00008,00072,00062,00029,00038,00036,00031,00012,00057,00012,00033,00037,00036,00056,00010,00034,00033,00068,00036,00072,00053,00012,00010,00033,00030,00032,00030,00057,00010,00056,00033,00031,00037,00010,00066,00029,00040,00008,00028,00010,00014,00050,00058,00038,00035,00034,00042,00011,00062,00011,00037,00034,00032,00054,00008,00039,00033,00059,00040,00060,00062,00012,00012,00034,00031,00038,00034,00057,00011,00060
2012000635164,P,01,-0009,03808,36,1024887,00011,25,1,,,,2,2,2,2,2,,,2,,,,,,1,1,2,2,2,2,2,000000,,,,2,5,,,,,,,3,4,,,,,,,,,,3,5,3,3,3,000000,00000,17,000000,3,16,21,000000,1,00000,00000,000000,,3,,,,,4,-09,999,-09,999,,2,,,6,5501,,1,01,,,,,,-0009,00900,-09,009,6,,1,,0,,,,,000000000,000000000,-09,009,,,,,,1,2,1,1,-9,01,-9,001,0,0,0,0,1,0,1,0,1,2,,,,,,,1,0,0,1,0,0,1,1,1,1,1,0,0,1,0,1,0,1,0,0,0,1,1,,1,,1,,1,1,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,1,1,0,1,0,1,1,1,1,1,0,1,1,1,0,1,0,0,0,00001,00010,00019,00011,00011,00020,00010,00002,00001,00002,00010,00011,00010,00010,00011,00020,00020,00020,00010,00001,00002,00010,00020,00010,00011,00019,00010,00002,00001,00001,00011,00010,00011,00010,00010,00020,00020,00020,00011,00001,00002,00011,00019,00011,00011,00020,00010,00002,00002,00002,00010,00010,00010,00011,00010,00019,00019,00020,00010,00002,00001,00010,00020,00010,00011,00020,00011,00002,00002,00002,00011,00010,00011,00011,00011,00019,00019,00019,00010,00002
2012000679080,P,01,-0009,03802,36,1024887,00017,25,1,,,,2,2,2,2,2,,,2,,,,,,1,1,2,2,2,2,2,000000,,,,2,5,,,,,,,3,4,,,,,,,,,,3,5,3,3,3,000000,00000,17,000000,3,16,21,000000,1,00000,00000,000000,,3,,,,,4,-09,999,-09,999,,2,,,6,5501,,1,01,,,,,,-0009,00900,-09,009,6,,1,,0,,,,,000000000,000000000,-09,009,,,,,,1,2,1,1,-9,01,-9,001,0,0,0,0,1,0,1,0,1,2,,,,,,,1,0,0,1,0,0,1,1,1,1,1,0,0,1,0,1,0,1,0,0,0,1,1,,1,,1,,1,1,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,1,1,0,1,0,1,1,1,1,1,0,1,1,1,0,1,0,0,0,00017,00017,00018,00003,00002,00002,00018,00033,00017,00002,00018,00018,00003,00018,00033,00032,00032,00018,00017,00002,00017,00017,00017,00032,00032,00032,00018,00003,00017,00032,00017,00017,00033,00017,00003,00002,00002,00017,00018,00002,00017,00017,00017,00033,00032,00033,00018,00002,00017,00032,00017,00017,00033,00018,00003,00003,00003,00018,00017,00032,00017,00018,00018,00002,00003,00003,00018,00032,00018,00002,00018,00018,00002,00018,00032,00032,00031,00018,00018,00033
2012000688827,P,02,-0009,04001,36,1024887,00041,27,1,,,1,2,2,2,2,2,,,2,,,,,,2,1,2,2,2,2,2,000000,040,,04,2,5,,,,,,,1,4,,,,,,,,,,3,5,3,3,3,000000,00000,05,000000,3,16,21,000000,1,00000,00000,001500,20,1,5,1,,,2,-09,094,-09,148,,2,,,1,5501,,1,01,7870,096,049,,,,,,,6,611M1,1,,0,N.A.,N.A.,5860,,000001500,000001500,-09,034,327,-0009,03800,-09,036,1,2,4,1,-9,01,-9,001,0,0,0,0,1,0,1,0,1,2,,,N.A.//,N.A.//,439061,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,00065,00068,00039,00036,00038,00012,00040,00069,00044,00069,00095,00013,00042,00012,00035,00039,00013,00040,00012,00038,00064,00061,00041,00040,00039,00012,00040,00079,00042,00064,00078,00013,00040,00012,00039,00044,00012,00038,00014,00043,00011,00012,00037,00041,00042,00057,00046,00013,00039,00013,00013,00065,00042,00058,00038,00042,00068,00046,00071,00040,00014,00011,00035,00038,00041,00064,00035,00012,00041,00011,00014,00068,00045,00075,00046,00049,00065,00037,00077,00043
2012000701524,P,01,-0009,04004,36,1024887,00013,24,5,,,2,2,2,2,2,2,,,2,1,,,,,2,1,2,2,2,2,2,000000,030,,04,1,5,,,,,,,2,4,,,,,,,,,,3,5,3,3,3,000000,00000,17,000000,2,16,21,000000,1,00000,00000,012000,25,1,1,,-009,2011,4,-09,999,-09,999,7,2,,,1,6203,5501,1,01,7870,148,091,-09,777,-0009,00001,-09,210,6,611M1,2,,0,N.A.,N.A.,0010,,000012000,000012000,-09,222,,-0009,04000,-09,036,1,2,3,1,-9,01,-9,001,0,0,0,0,1,0,1,0,1,2,,,N.A.//,N.A.//,1110XX,,4,0,0,1,0,1,1,1,1,1,1,0,0,1,1,1,0,1,0,0,0,1,1,,1,,1,,1,1,1,0,1,1,1,1,0,1,1,1,0,0,0,0,0,1,1,1,0,1,1,1,1,1,1,0,0,1,1,1,1,1,0,1,1,1,1,1,1,0,1,00013,00002,00013,00002,00002,00025,00026,00013,00013,00014,00013,00002,00026,00014,00014,00014,00002,00025,00013,00002,00013,00024,00013,00025,00025,00002,00002,00014,00013,00014,00013,00024,00002,00013,00014,00014,00025,00002,00013,00025,00013,00002,00013,00002,00002,00025,00025,00013,00013,00014,00013,00002,00025,00014,00014,00013,00002,00025,00013,00002,00013,00025,00014,00025,00025,00002,00002,00014,00014,00014,00013,00025,00002,00014,00013,00014,00025,00002,00014,00025
2012000709960,P,02,-0009,03807,36,1024887,00009,22,1,,,1,2,2,2,2,2,,,2,,,,,,2,1,2,2,2,2,2,242000,,,,2,5,,,,,,,1,4,,,,,,,,,,1,3,3,2,2,000000,00000,02,000000,3,15,21,000000,1,00000,00000,013000,70,1,6,2,,,2,-09,148,-09,032,,2,,,2,5501,6203,1,01,6970,,,,,,,,,6,52M2,1,,0,N.A.,N.A.,4820,,000013000,000255000,-09,036,501,,,,,1,2,2,1,-9,01,-9,001,0,0,0,0,1,0,1,0,1,2,,,N.A.//,N.A.//,413031,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,00007,00007,00003,00002,00011,00010,00011,00003,00013,00003,00009,00015,00012,00012,00009,00002,00018,00009,00010,00007,00011,00009,00003,00003,00010,00009,00009,00002,00016,00002,00010,00013,00016,00020,00010,00004,00013,00009,00008,00013,00007,00008,00003,00002,00010,00010,00011,00003,00012,00003,00009,00011,00011,00015,00010,00002,00018,00007,00008,00008,00010,00007,00003,00003,00008,00009,00010,00002,00013,00002,00012,00020,00019,00012,00008,00003,00016,00008,00008,00007
2012000756789,P,01,-0009,03810,36,1024887,00012,24,1,,,2,2,2,2,2,2,,,2,,,,,,2,1,2,2,2,2,2,000000,,,,2,5,,,,,,,2,4,,,,,,,,,,3,5,3,3,3,000000,00000,17,000000,3,16,21,001500,1,00000,00000,003000,15,1,3,,,,4,-09,999,-09,999,,2,,,6,5501,,1,01,7870,,,,,-0009,00001,-09,217,6,611M1,1,,0,N.A.,N.A.,2720,,000004500,000004500,-09,034,,,,,,1,2,1,6,-9,43,-9,005,0,1,0,0,1,0,0,0,1,2,,,N.A.//,N.A.//,272020,,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,,1,,1,,1,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,1,1,1,1,1,0,1,0,1,0,0,0,1,0,1,1,1,1,1,1,0,0,00023,00012,00002,00012,00022,00012,00013,00023,00012,00002,00002,00002,00012,00012,00012,00012,00012,00024,00022,00002,00023,00012,00002,00012,00022,00012,00012,00023,00012,00002,00001,00002,00013,00012,00012,00013,00012,00023,00022,00002,00023,00012,00002,00012,00022,00012,00012,00023,00012,00002,00002,00002,00013,00012,00013,00012,00013,00023,00022,00002,00023,00012,00002,00013,00023,00012,00012,00023,00013,00002,00002,00002,00013,00013,00012,00012,00012,00023,00023,00002
2012000789202,P,01,-0009,03805,36,1024887,00031,27,1,,,2,2,2,2,2,2,,,2,,2,,,,1,2,2,2,2,2,2,000000,,,,2,1,2,1,1,2,-009,2011,1,4,,,,,,,,,,2,3,2,2,2,000000,00000,00,000000,3,16,21,000000,2,00000,00000,004000,10,1,4,2,,,2,-09,032,-09,091,,2,,,6,5501,,1,01,7870,,,,,,,,,1,611M1,1,,0,N.A.,N.A.,2145,4,000004000,000004000,-09,017,501,,,,,1,2,4,1,-9,01,-9,001,0,0,0,0,1,0,1,0,1,2,,,N.A.//,N.A.//,232011,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,00027,00026,00010,00031,00049,00009,00010,00051,00029,00031,00061,00035,00051,00041,00033,00026,00008,00026,00009,00009,00024,00030,00048,00032,00008,00050,00057,00008,00036,00034,00009,00025,00008,00029,00035,00037,00048,00033,00044,00010,00028,00024,00054,00027,00009,00047,00052,00009,00029,00024,00008,00030,00009,00030,00027,00028,00066,00029,00046,00056,00033,00035,00007,00033,00050,00009,00011,00046,00029,00026,00052,00024,00054,00033,00029,00032,00008,00039,00009,00048
2012000798231,P,02,-0009,03707,36,1024887,00041,43,4,-009,1997,1,2,2,2,2,2,,,2,1,,2,,,1,2,2,2,2,2,2,000000,030,01,01,1,3,1,2,1,2,-009,2007,1,4,,,,,,,,,,3,3,1,1,2,000000,00000,10,000000,2,15,21,000000,1,00000,00000,058000,40,1,1,1,-009,1981,2,-09,225,-09,291,5,2,1,,1,5501,,1,10,6970,076,031,-09,625,,,,,4,52M2,2,,0,N.A.,N.A.,4820,,000058000,000058000,-09,316,499,-0009,00600,-09,034,1,2,3,8,-9,67,-9,015,0,0,0,0,1,1,0,0,1,2,,,N.A.//,N.A.//,413031,,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,00035,00014,00012,00074,00056,00011,00045,00056,00011,00010,00049,00033,00071,00047,00040,00046,00050,00077,00033,00042,00041,00051,00062,00014,00012,00072,00042,00012,00060,00078,00044,00041,00011,00052,00049,00034,00037,00017,00049,00044,00040,00053,00056,00012,00012,00074,00040,00013,00068,00078,00041,00038,00012,00040,00039,00044,00044,00016,00045,00045,00052,00010,00012,00070,00064,00015,00033,00073,00010,00014,00054,00040,00078,00045,00046,00034,00032,00080,00038,00042
2012000812208,P,02,-0009,03809,36,1024887,00057,24,1,,,1,2,2,2,2,2,,,2,,,,,,1,2,2,2,2,2,2,000000,010,,04,2,5,,,,,,,3,4,,,,,,,,,,3,5,3,3,3,000000,00000,12,000000,3,16,21,000000,1,00000,00000,040000,20,1,1,1,,,4,-09,999,-09,999,,2,,,1,5501,,1,01,7380,108,067,,,-0009,03800,-09,036,6,5415,1,,0,N.A.,N.A.,0020,,000040000,000040000,-09,036,337,-0009,03800,-09,036,1,2,2,1,-9,01,-9,001,0,0,0,0,1,0,1,0,1,2,,,N.A.//,N.A.//,111021,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,00053,00091,00081,00047,00019,00026,00060,00074,00017,00085,00052,00049,00053,00052,00039,00045,00020,00075,00067,00059,00020,00070,00070,00026,00054,00072,00027,00052,00061,00065,00018,00072,00092,00111,00074,00020,00055,00049,00083,00022,00059,00079,00089,00046,00020,00021,00061,00087,00020,00077,00061,00067,00073,00053,00060,00058,00015,00088,00053,00078,00018,00067,00056,00013,00048,00047,00016,00078,00055,00045,00021,00092,00069,00075,00093,00024,00048,00063,00079,00020
2012000816357,P,01,-0009,00701,36,1024887,00009,31,1,,,5,2,2,2,2,2,,,2,1,,2,,,1,2,2,2,2,2,2,000000,002,,10,1,5,,,,,,,1,4,,,,,,,,,,3,5,3,3,3,000000,00000,17,000000,3,16,21,000000,1,00000,00000,025200,40,1,1,,,,4,-09,999,-09,999,,2,,,1,3600,5501,1,01,7460,103,064,-09,609,,,,,6,5417,1,,0,N.A.,N.A.,3300,,000025200,000025200,-09,036,,-0009,00700,-09,036,1,2,1,9,-9,68,-9,052,0,1,0,1,2,0,0,0,1,2,,,N.A.//,N.A.//,292010,,1,0,0,1,0,1,1,1,1,1,1,0,0,1,1,1,0,1,0,0,0,1,1,,1,,1,,1,1,1,1,1,1,1,1,0,1,1,1,0,0,0,0,0,1,0,0,0,1,1,1,1,1,1,1,0,1,0,1,0,1,0,1,1,1,1,1,1,0,0,00009,00010,00018,00009,00018,00010,00010,00017,00009,00001,00017,00017,00002,00009,00009,00001,00009,00001,00009,00001,00009,00010,00017,00010,00018,00009,00009,00018,00009,00001,00017,00017,00002,00009,00009,00002,00009,00001,00010,00001,00009,00010,00017,00010,00018,00010,00009,00017,00009,00001,00017,00017,00001,00009,00009,00002,00009,00002,00010,00002,00010,00010,00017,00009,00017,00009,00010,00018,00009,00001,00017,00017,00001,00009,00009,00002,00009,00002,00010,00001
2012000821006,P,02,-0009,03702,36,1024887,00014,60,1,,,5,2,2,2,2,2,,,2,,,2,,,1,1,2,2,2,2,2,000000,030,01,01,2,1,2,2,1,2,-009,1982,1,4,,,,,,,,,,2,5,2,2,3,000000,00000,01,000000,2,15,21,000000,1,00000,00000,080000,40,1,1,1,,,1,-09,902,-09,999,,2,1,,1,5501,,1,01,7890,094,049,,,,,,,1,611M3,1,,0,N.A.,N.A.,2340,,000080000,000080000,-09,036,501,-0009,03700,-09,036,1,2,3,2,-9,02,-9,002,0,0,1,0,1,0,0,0,1,2,,,N.A.//,N.A.//,253000,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,00025,00024,00004,00013,00016,00024,00004,00016,00016,00005,00013,00015,00005,00016,00017,00014,00005,00027,00022,00005,00013,00012,00014,00004,00023,00015,00014,00023,00029,00015,00005,00005,00016,00033,00004,00029,00016,00013,00014,00015,00004,00005,00031,00015,00013,00005,00024,00015,00017,00020,00016,00017,00023,00014,00015,00015,00025,00004,00004,00027,00017,00018,00013,00023,00004,00014,00016,00005,00004,00016,00027,00028,00016,00005,00030,00005,00014,00015,00016,00016
2012000829317,P,02,-0009,04002,36,1024887,00024,25,1,,,4,2,2,2,2,2,,,2,1,,,,,2,2,2,1,2,2,2,000000,142,,04,1,5,,,,,,,1,4,,,,,,,,,,3,5,3,3,3,000000,00000,02,000000,2,15,21,000000,1,00000,00000,014700,20,1,1,1,,,1,-09,275,-09,999,,2,,,1,4801,5501,1,05,7870,106,043,-09,625,,,,,6,611M1,1,,0,N.A.,N.A.,5700,,000014700,000014700,-09,036,153,-0009,03800,-09,036,2,1,3,1,-9,01,-9,001,0,0,0,0,1,0,1,0,1,2,,,N.A.//,N.A.//,436010,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,00027,00007,00008,00042,00007,00024,00023,00045,00040,00046,00021,00022,00009,00043,00020,00006,00019,00022,00021,00007,00006,00028,00021,00022,00027,00043,00007,00018,00026,00021,00039,00006,00020,00020,00036,00024,00050,00047,00009,00024,00020,00008,00007,00044,00007,00024,00025,00039,00048,00047,00020,00024,00009,00044,00026,00007,00020,00023,00020,00006,00006,00023,00022,00023,00023,00036,00007,00026,00019,00029,00044,00007,00023,00023,00040,00027,00036,00034,00007,00027
2012000855395,P,01,-0009,01101,36,1024887,00005,24,5,,,1,2,2,2,2,2,,,2,2,,,,,1,2,2,2,2,2,2,000000,005,,10,1,5,,,,,,,2,4,,,,,,,,,,3,5,3,3,3,000000,00000,17,000000,2,16,21,000000,1,00000,00000,001000,40,1,6,1,-009,2012,1,-09,111,-09,999,7,2,,,1,5501,,1,01,8590,110,070,-09,642,-0009,00001,-09,113,6,713Z,2,,0,N.A.,N.A.,4430,,000001000,000001000,-09,148,008,-0009,01100,-09,036,1,2,1,1,-9,01,-9,001,0,0,0,0,1,0,1,0,1,2,,,N.A.//,N.A.//,393090,,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,00009,00005,00009,00010,00000,00000,00005,00004,00005,00005,00009,00000,00005,00004,00004,00009,00001,00004,00005,00010,00000,00005,00000,00001,00009,00009,00005,00005,00004,00004,00000,00009,00005,00005,00005,00001,00009,00005,00005,00010,00001,00005,00001,00001,00009,00010,00005,00005,00005,00005,00001,00009,00004,00005,00005,00001,00009,00005,00005,00000,00009,00005,00010,00009,00000,00001,00004,00005,00005,00005,00009,00000,00005,00004,00005,00010,00000,00005,00005,00001
2012000877954,P,01,-0009,03801,36,1024887,00014,22,1,,,,2,2,2,2,2,,,2,,,,,,1,2,2,2,2,2,2,002000,,,,2,5,,,,,,,3,4,,,,,,,,,,2,5,2,2,3,000000,00000,17,000000,3,16,21,000000,1,00000,00000,000000,,3,,2,,,1,-09,109,-09,999,,2,,,6,3600,5501,1,01,,,,,,-0009,03200,-09,036,6,,1,,0,,,,,000000000,000002000,-09,036,,,,,,1,2,1,1,-9,01,-9,001,0,0,0,0,1,0,1,0,1,2,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,00013,00013,00025,00014,00014,00002,00002,00024,00025,00002,00013,00025,00002,00002,00014,00013,00024,00013,00013,00014,00013,00013,00025,00013,00013,00002,00002,00025,00024,00002,00014,00025,00002,00002,00013,00013,00025,00014,00013,00014,00013,00014,00024,00013,00013,00002,00002,00024,00024,00002,00013,00024,00002,00002,00013,00013,00025,00014,00013,00014,00013,00014,00025,00014,00014,00002,00002,00024,00025,00002,00013,00025,00002,00002,00013,00013,00024,00013,00014,00014
2012000879532,P,02,-0009,04101,36,1024887,00034,23,5,,,,2,2,2,2,2,,,2,2,,,,,2,1,2,2,2,2,2,000000,,,,1,5,,,,,,,2,4,,,,,,,,,,2,5,2,2,3,000000,00000,12,000000,3,15,21,000000,1,00000,00000,000000,,3,,2,-009,2012,1,-09,706,-09,999,7,2,,,6,5501,,1,01,,,,-09,708,-0009,00001,-09,207,6,,2,,0,,,,,000000000,000000000,-09,207,000,,,,,1,2,3,6,-9,43,-9,005,0,1,0,0,1,0,0,0,1,2,,,,,,,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,00038,00066,00011,00048,00009,00010,00035,00009,00055,00031,00036,00039,00053,00045,00009,00032,00068,00051,00033,00032,00029,00045,00010,00028,00011,00007,00035,00012,00064,00040,00035,00034,00061,00025,00010,00029,00069,00055,00033,00045,00045,00009,00066,00044,00047,00066,00034,00051,00009,00023,00033,00039,00010,00041,00047,00031,00010,00011,00044,00032,00032,00011,00060,00028,00072,00041,00038,00056,00011,00049,00039,00036,00010,00034,00055,00026,00012,00008,00027,00038
2012000883637,P,01,-0009,00906,36,1024887,00011,23,1,,,1,2,2,2,2,2,,,2,,,,,,1,1,2,2,2,2,2,000000,,,,2,5,,,,,,,3,4,,,,,,,,,,2,3,2,2,2,000000,00000,00,000000,3,15,21,000000,1,00000,00000,000080,03,1,5,2,,,2,-09,051,-09,148,,2,,,6,5501,3700,1,01,7870,,,,,-0009,00100,-09,050,6,611M1,1,,0,N.A.,N.A.,2200,,000000080,000000080,-09,009,000,,,,,1,2,1,1,-9,01,-9,001,0,0,0,0,1,0,1,0,1,2,,,N.A.//,N.A.//,251000,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,00010,00004,00012,00003,00012,00011,00003,00011,00016,00004,00003,00019,00012,00010,00018,00012,00019,00011,00014,00003,00013,00020,00011,00024,00013,00012,00020,00012,00003,00022,00021,00003,00008,00010,00004,00013,00004,00010,00013,00003,00011,00016,00010,00019,00011,00009,00020,00011,00003,00018,00016,00003,00015,00010,00003,00010,00002,00011,00011,00018,00012,00004,00010,00003,00011,00011,00004,00013,00019,00003,00004,00022,00012,00017,00022,00011,00024,00011,00010,00020
2012000886472,P,01,-0009,04005,36,1024887,00015,30,1,,,4,2,2,2,2,2,,,2,,,2,,,2,2,2,2,2,2,2,000100,090,,04,2,5,,,,,,,3,4,,,,,,,,,,2,5,2,2,2,000000,00000,00,000000,2,16,21,000000,1,00000,00000,010000,20,1,1,1,,,4,-09,999,-09,999,,2,,,1,5501,2601,2,01,7870,112,055,,,-0009,04000,-09,036,6,611M1,1,,0,N.A.,N.A.,2200,,000010000,000010100,-09,053,085,-0009,04100,-09,036,2,2,3,1,-9,01,-9,001,0,0,0,0,1,0,1,0,1,2,,,N.A.//,N.A.//,251000,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,00028,00024,00005,00025,00014,00017,00004,00004,00004,00017,00013,00026,00005,00017,00028,00017,00016,00014,00017,00026,00014,00013,00017,00017,00005,00027,00016,00014,00013,00004,00025,00014,00017,00004,00016,00004,00004,00023,00026,00014,00005,00005,00028,00005,00016,00016,00024,00024,00029,00017,00017,00005,00026,00015,00004,00014,00012,00015,00015,00005,00017,00016,00014,00016,00026,00004,00016,00014,00015,00024,00004,00013,00014,00027,00016,00026,00021,00005,00004,00016
